WKT,name
"POLYGON ((-121.351901 36.893063,-121.352043 36.893063,-121.352043 36.892917,-121.351901 36.892917,-121.351901 36.893063))",San Benito
"POLYGON ((-121.348039 36.887936,-121.348211 36.887936,-121.348211 36.887737,-121.348117 36.887737,-121.348117 36.887773,-121.348039 36.887773,-121.348039 36.887936))",San Benito
"POLYGON ((-121.381255 36.847088,-121.381255 36.84718,-121.38136 36.84718,-121.38136 36.847088,-121.381255 36.847088))",San Benito
"POLYGON ((-121.380899 36.850084,-121.380689 36.850084,-121.380689 36.8502,-121.380899 36.8502,-121.380899 36.850084))",San Benito
"POLYGON ((-121.379095 36.850911,-121.379083 36.85113,-121.379155 36.851132,-121.379158 36.851072,-121.379237 36.851075,-121.379244 36.850954,-121.379208 36.850953,-121.37921 36.850916,-121.379095 36.850911))",San Benito
"POLYGON ((-121.378922 36.83567,-121.378922 36.835711,-121.378836 36.835711,-121.378836 36.835821,-121.379035 36.835821,-121.379035 36.83567,-121.378922 36.83567))",San Benito
"POLYGON ((-121.379305 36.837173,-121.379305 36.837079,-121.379271 36.837079,-121.379271 36.837027,-121.379166 36.837027,-121.379166 36.837173,-121.379305 36.837173))",San Benito
"POLYGON ((-121.381366 36.837822,-121.381464 36.837824,-121.381465 36.837771,-121.381571 36.837773,-121.381569 36.837891,-121.381687 36.837892,-121.381691 36.837684,-121.38137 36.83768,-121.381366 36.837822))",San Benito
"POLYGON ((-121.380787 36.838093,-121.380802 36.837789,-121.381006 36.837796,-121.381011 36.837703,-121.380804 36.837696,-121.3808 36.83778,-121.380648 36.837775,-121.380632 36.838096,-121.380784 36.838101,-121.38078 36.838185,-121.380978 36.838191,-121.380983 36.838099,-121.380787 36.838093))",San Benito
"POLYGON ((-121.379568 36.838352,-121.379764 36.838352,-121.379764 36.838223,-121.379568 36.838223,-121.379568 36.838352))",San Benito
"POLYGON ((-121.379858 36.839421,-121.379692 36.839421,-121.379692 36.839582,-121.379772 36.839582,-121.379772 36.839532,-121.379858 36.839532,-121.379858 36.839421))",San Benito
"POLYGON ((-121.381169 36.840258,-121.381266 36.840257,-121.381265 36.840228,-121.381338 36.840227,-121.381335 36.840086,-121.381221 36.840088,-121.381222 36.840144,-121.381167 36.840145,-121.381169 36.840258))",San Benito
"POLYGON ((-121.380105 36.828058,-121.380054 36.828058,-121.380054 36.828021,-121.379961 36.828021,-121.379961 36.828137,-121.380105 36.828137,-121.380105 36.828058))",San Benito
"POLYGON ((-121.37788 36.835084,-121.377876 36.835232,-121.378064 36.835234,-121.378067 36.835087,-121.37788 36.835084))",San Benito
"POLYGON ((-121.365581 36.872956,-121.365487 36.872956,-121.365487 36.873158,-121.365581 36.873158,-121.365581 36.872956))",San Benito
"POLYGON ((-121.355353 36.877211,-121.355353 36.877078,-121.355241 36.877078,-121.355241 36.877211,-121.355353 36.877211))",San Benito
"POLYGON ((-121.355744 36.879214,-121.355642 36.879326,-121.355769 36.8794,-121.355872 36.879288,-121.355744 36.879214))",San Benito
"POLYGON ((-121.372973 36.863207,-121.372959 36.863278,-121.373042 36.863289,-121.373057 36.863218,-121.372973 36.863207))",San Benito
"POLYGON ((-121.365967 36.868875,-121.365921 36.868875,-121.365921 36.868944,-121.365967 36.868944,-121.365967 36.868875))",San Benito
"POLYGON ((-121.371224 36.857744,-121.371223 36.857807,-121.371437 36.85781,-121.371439 36.857747,-121.371224 36.857744))",San Benito
"POLYGON ((-121.376463 36.849484,-121.376261 36.849483,-121.37626 36.84962,-121.376396 36.84962,-121.376396 36.84957,-121.376462 36.84957,-121.376463 36.849484))",San Benito
"POLYGON ((-121.376293 36.851227,-121.376358 36.85123,-121.376365 36.851153,-121.37613 36.85114,-121.376119 36.851269,-121.376289 36.851278,-121.376293 36.851227))",San Benito
"POLYGON ((-121.374469 36.852457,-121.374463 36.852618,-121.374592 36.852621,-121.374595 36.85254,-121.374648 36.852541,-121.374651 36.852462,-121.374469 36.852457))",San Benito
"POLYGON ((-121.365529 36.845144,-121.36552 36.845311,-121.365607 36.845314,-121.36561 36.845268,-121.365683 36.84527,-121.36569 36.845149,-121.365529 36.845144))",San Benito
"POLYGON ((-121.359005 36.846507,-121.358879 36.846551,-121.358986 36.846748,-121.359111 36.846704,-121.359005 36.846507))",San Benito
"POLYGON ((-121.357333 36.85202,-121.357496 36.85202,-121.357496 36.85196,-121.357333 36.85196,-121.357333 36.85202))",San Benito
"POLYGON ((-121.313748 36.852543,-121.313573 36.852575,-121.313563 36.852538,-121.313402 36.852568,-121.313445 36.852717,-121.313781 36.852656,-121.313748 36.852543))",San Benito
"POLYGON ((-121.37336 36.836279,-121.373211 36.836277,-121.373209 36.83637,-121.373136 36.836369,-121.373135 36.836433,-121.373357 36.836435,-121.37336 36.836279))",San Benito
"POLYGON ((-121.376454 36.836646,-121.376457 36.836476,-121.376219 36.836474,-121.376216 36.836592,-121.376367 36.836593,-121.376366 36.836645,-121.376454 36.836646))",San Benito
"POLYGON ((-121.376762 36.836628,-121.376768 36.836484,-121.376497 36.836478,-121.376494 36.836559,-121.376639 36.836563,-121.376634 36.836682,-121.376723 36.836684,-121.376725 36.836627,-121.376762 36.836628))",San Benito
"POLYGON ((-121.370527 36.836752,-121.370521 36.836913,-121.370716 36.836918,-121.370721 36.836803,-121.370689 36.836802,-121.37069 36.836756,-121.370527 36.836752))",San Benito
"POLYGON ((-121.373749 36.837663,-121.373397 36.837654,-121.373388 36.837887,-121.373743 36.837896,-121.373746 36.837816,-121.373631 36.837813,-121.373633 36.837746,-121.373746 36.837749,-121.373749 36.837663))",San Benito
"POLYGON ((-121.374107 36.839257,-121.374105 36.839171,-121.373955 36.839174,-121.373958 36.839309,-121.374049 36.839307,-121.374048 36.839258,-121.374107 36.839257))",San Benito
"POLYGON ((-121.367833 36.840793,-121.367909 36.84083,-121.367935 36.840795,-121.367995 36.840824,-121.368079 36.840712,-121.367943 36.840647,-121.367833 36.840793))",San Benito
"POLYGON ((-121.375766 36.840788,-121.375765 36.84087,-121.375891 36.840871,-121.375892 36.840759,-121.375837 36.840758,-121.375838 36.840714,-121.375717 36.840713,-121.375716 36.840788,-121.375766 36.840788))",San Benito
"POLYGON ((-121.372239 36.841176,-121.372491 36.841181,-121.372494 36.841095,-121.372415 36.841094,-121.372418 36.840997,-121.372533 36.841,-121.372535 36.840927,-121.372247 36.840921,-121.372239 36.841176))",San Benito
"POLYGON ((-121.369191 36.84123,-121.369041 36.84123,-121.369041 36.841346,-121.369191 36.841346,-121.369191 36.84123))",San Benito
"POLYGON ((-121.364907 36.842403,-121.365068 36.842403,-121.365068 36.842282,-121.364907 36.842282,-121.364907 36.842403))",San Benito
"POLYGON ((-121.364631 36.843376,-121.364532 36.843376,-121.364532 36.843541,-121.364697 36.843541,-121.364697 36.843421,-121.364631 36.843421,-121.364631 36.843376))",San Benito
"POLYGON ((-121.375604 36.828846,-121.375604 36.828959,-121.375754 36.828959,-121.375754 36.828846,-121.375604 36.828846))",San Benito
"POLYGON ((-121.374701 36.829115,-121.374701 36.82916,-121.37465 36.82916,-121.374649 36.829254,-121.374866 36.829255,-121.374867 36.829116,-121.374701 36.829115))",San Benito
"POLYGON ((-121.374072 36.830886,-121.374112 36.830887,-121.374116 36.8308,-121.373893 36.830794,-121.373888 36.830921,-121.37407 36.830926,-121.374072 36.830886))",San Benito
"POLYGON ((-121.372839 36.832502,-121.372932 36.832502,-121.372932 36.832455,-121.373032 36.832455,-121.373032 36.832343,-121.372839 36.832343,-121.372839 36.832502))",San Benito
"POLYGON ((-121.37489 36.818362,-121.375088 36.818292,-121.375028 36.81818,-121.374931 36.818214,-121.374901 36.81816,-121.3748 36.818195,-121.37489 36.818362))",San Benito
"POLYGON ((-121.370135 36.818649,-121.37032 36.818688,-121.37037 36.818537,-121.370279 36.818517,-121.37026 36.818573,-121.370194 36.818558,-121.370202 36.818534,-121.370052 36.818502,-121.370025 36.818584,-121.370148 36.81861,-121.370135 36.818649))",San Benito
"POLYGON ((-121.374267 36.820531,-121.374322 36.82056,-121.374378 36.820491,-121.37425 36.820424,-121.374151 36.820546,-121.374223 36.820584,-121.374267 36.820531))",San Benito
"POLYGON ((-121.37345 36.823643,-121.373297 36.823643,-121.373297 36.823772,-121.37345 36.823772,-121.37345 36.823643))",San Benito
"POLYGON ((-121.372911 36.824077,-121.372776 36.824129,-121.372866 36.82428,-121.373001 36.824229,-121.372911 36.824077))",San Benito
"POLYGON ((-121.376073 36.826838,-121.376077 36.826664,-121.375994 36.826662,-121.375993 36.826716,-121.375911 36.826715,-121.375908 36.826835,-121.376073 36.826838))",San Benito
"POLYGON ((-121.371505 36.813502,-121.371383 36.813558,-121.371514 36.813741,-121.371636 36.813685,-121.371505 36.813502))",San Benito
"POLYGON ((-121.375403 36.815426,-121.37536 36.815598,-121.375446 36.815612,-121.375461 36.815552,-121.375514 36.81556,-121.375499 36.815622,-121.375599 36.815638,-121.375643 36.815465,-121.375403 36.815426))",San Benito
"POLYGON ((-121.370721 36.817088,-121.370783 36.817087,-121.370782 36.816989,-121.370563 36.816991,-121.370566 36.817194,-121.370723 36.817193,-121.370721 36.817088))",San Benito
"POLYGON ((-121.359983 36.81052,-121.359982 36.810683,-121.360269 36.810684,-121.36027 36.810521,-121.359983 36.81052))",San Benito
"POLYGON ((-121.353431 36.818181,-121.353261 36.81818,-121.353259 36.818417,-121.353373 36.818418,-121.353373 36.818393,-121.353429 36.818394,-121.353431 36.818181))",San Benito
"POLYGON ((-121.345162 36.822497,-121.345164 36.822325,-121.345114 36.822325,-121.345115 36.822278,-121.345005 36.822277,-121.345002 36.822496,-121.345162 36.822497))",San Benito
"POLYGON ((-121.354175 36.81107,-121.354182 36.81092,-121.35406 36.810916,-121.354061 36.810882,-121.353938 36.810878,-121.35393 36.811063,-121.354175 36.81107))",San Benito
"POLYGON ((-121.351837 36.812315,-121.351748 36.812471,-121.352001 36.812563,-121.352089 36.812406,-121.351837 36.812315))",San Benito
"POLYGON ((-121.360337 36.798789,-121.360425 36.798789,-121.360425 36.798663,-121.360337 36.798663,-121.360337 36.798789))",San Benito
"POLYGON ((-121.35376 36.806074,-121.353762 36.805976,-121.353715 36.805975,-121.353715 36.805925,-121.353581 36.805923,-121.353579 36.806073,-121.35376 36.806074))",San Benito
"POLYGON ((-121.352167 36.808383,-121.352206 36.808528,-121.352336 36.808506,-121.352328 36.808474,-121.352462 36.808451,-121.352431 36.808337,-121.352167 36.808383))",San Benito
"POLYGON ((-121.326847 36.792314,-121.326847 36.792397,-121.327032 36.792397,-121.327032 36.792314,-121.326847 36.792314))",San Benito
"POLYGON ((-121.279634 36.83669,-121.279577 36.836719,-121.279631 36.836788,-121.279688 36.836759,-121.279634 36.83669))",San Benito
"POLYGON ((-121.267269 36.794495,-121.267026 36.794409,-121.266951 36.794544,-121.267195 36.79463,-121.267269 36.794495))",San Benito
"POLYGON ((-121.366197 36.950354,-121.366191 36.950398,-121.366247 36.950403,-121.366253 36.950358,-121.366197 36.950354))",San Benito
"POLYGON ((-121.368515 36.952758,-121.368515 36.952554,-121.368287 36.952554,-121.368287 36.952758,-121.368515 36.952758))",San Benito
"POLYGON ((-121.380921 36.916801,-121.381 36.91699,-121.381111 36.91696,-121.381085 36.916898,-121.381294 36.916842,-121.381241 36.916715,-121.380921 36.916801))",San Benito
"POLYGON ((-121.374254 36.948246,-121.374182 36.948343,-121.374248 36.948374,-121.374098 36.948575,-121.374324 36.948682,-121.374467 36.948489,-121.374257 36.948389,-121.374285 36.948351,-121.374367 36.948389,-121.374416 36.948323,-121.374254 36.948246))",San Benito
"POLYGON ((-121.359474 36.920045,-121.359347 36.920086,-121.359397 36.920185,-121.359524 36.920144,-121.359474 36.920045))",San Benito
"POLYGON ((-121.345661 36.917187,-121.345605 36.917229,-121.345747 36.917348,-121.345962 36.917185,-121.345886 36.917121,-121.345833 36.917162,-121.345804 36.917138,-121.345699 36.917219,-121.345661 36.917187))",San Benito
"POLYGON ((-121.361659 36.903802,-121.36159 36.903663,-121.361545 36.903678,-121.361614 36.903817,-121.361659 36.903802))",San Benito
"POLYGON ((-121.353463 36.909775,-121.353584 36.909664,-121.353344 36.909497,-121.353224 36.909608,-121.353463 36.909775))",San Benito
"POLYGON ((-121.344142 36.909955,-121.344175 36.910065,-121.344316 36.910038,-121.344339 36.910117,-121.344431 36.910099,-121.344404 36.910012,-121.34437 36.910018,-121.34434 36.909917,-121.344142 36.909955))",San Benito
"POLYGON ((-121.362453 36.890071,-121.362385 36.890071,-121.362384 36.890485,-121.362451 36.890485,-121.362453 36.890071))",San Benito
"POLYGON ((-121.364204 36.893418,-121.364272 36.893452,-121.364393 36.893302,-121.364326 36.893267,-121.364204 36.893418))",San Benito
"POLYGON ((-121.364559 36.886529,-121.364559 36.886591,-121.364808 36.886591,-121.364808 36.886529,-121.364559 36.886529))",San Benito
"POLYGON ((-121.349589 36.892012,-121.349388 36.892012,-121.349388 36.892098,-121.349439 36.892098,-121.349439 36.892162,-121.349388 36.892162,-121.349388 36.892229,-121.349439 36.892229,-121.349439 36.892289,-121.349589 36.892289,-121.349589 36.892012))",San Benito
"POLYGON ((-121.354471 36.892864,-121.354345 36.892864,-121.354345 36.892932,-121.354471 36.892932,-121.354471 36.892864))",San Benito
"POLYGON ((-121.348034 36.887551,-121.348036 36.887496,-121.347944 36.887494,-121.347945 36.887446,-121.347844 36.887444,-121.34784 36.887547,-121.348034 36.887551))",San Benito
"POLYGON ((-121.37861 36.856618,-121.378367 36.856612,-121.378358 36.85684,-121.378492 36.856843,-121.378498 36.856693,-121.378607 36.856696,-121.37861 36.856618))",San Benito
"POLYGON ((-121.37765 36.845049,-121.377795 36.845049,-121.377795 36.844927,-121.37765 36.844927,-121.37765 36.845049))",San Benito
"POLYGON ((-121.379414 36.847879,-121.379508 36.84788,-121.37951 36.84779,-121.379323 36.847788,-121.37932 36.847923,-121.379413 36.847924,-121.379414 36.847879))",San Benito
"POLYGON ((-121.382114 36.848586,-121.382009 36.848586,-121.382009 36.848766,-121.382114 36.848766,-121.382114 36.848586))",San Benito
"POLYGON ((-121.381413 36.849153,-121.381411 36.849241,-121.381764 36.849244,-121.381765 36.849156,-121.381413 36.849153))",San Benito
"POLYGON ((-121.379076 36.850108,-121.379129 36.850134,-121.379093 36.850181,-121.379185 36.850226,-121.379268 36.850117,-121.379195 36.850081,-121.379224 36.850043,-121.379152 36.850009,-121.379076 36.850108))",San Benito
"POLYGON ((-121.381791 36.851968,-121.381793 36.851795,-121.381628 36.851794,-121.381625 36.851967,-121.381791 36.851968))",San Benito
"POLYGON ((-121.379486 36.842204,-121.379372 36.842211,-121.379391 36.842413,-121.379505 36.842406,-121.379486 36.842204))",San Benito
"POLYGON ((-121.378666 36.829824,-121.378383 36.829812,-121.378377 36.829908,-121.37866 36.829919,-121.378666 36.829824))",San Benito
"POLYGON ((-121.38059 36.830024,-121.380594 36.829898,-121.380517 36.829896,-121.380515 36.829951,-121.380386 36.829948,-121.380382 36.830049,-121.380519 36.830052,-121.38052 36.830022,-121.38059 36.830024))",San Benito
"POLYGON ((-121.380357 36.82534,-121.38025 36.825258,-121.380128 36.82536,-121.380183 36.825402,-121.380136 36.825441,-121.380188 36.825482,-121.380357 36.82534))",San Benito
"POLYGON ((-121.377554 36.825453,-121.377554 36.825507,-121.37749 36.825507,-121.37749 36.825572,-121.37768 36.825572,-121.37768 36.825453,-121.377554 36.825453))",San Benito
"POLYGON ((-121.355179 36.878921,-121.355101 36.878921,-121.355101 36.87908,-121.355179 36.87908,-121.355179 36.878921))",San Benito
"POLYGON ((-121.364905 36.879288,-121.364741 36.879288,-121.364741 36.879432,-121.364856 36.879432,-121.364856 36.879408,-121.364905 36.879408,-121.364905 36.879288))",San Benito
"POLYGON ((-121.375658 36.862933,-121.375832 36.862933,-121.375832 36.863038,-121.375929 36.863038,-121.375929 36.862809,-121.375658 36.862809,-121.375658 36.862933))",San Benito
"POLYGON ((-121.373866 36.864249,-121.374154 36.864284,-121.374173 36.864184,-121.373885 36.864149,-121.373866 36.864249))",San Benito
"POLYGON ((-121.376744 36.870866,-121.376883 36.870866,-121.376883 36.870761,-121.376744 36.870761,-121.376744 36.870866))",San Benito
"POLYGON ((-121.346478 36.875104,-121.346478 36.875177,-121.346631 36.875177,-121.346631 36.875104,-121.346478 36.875104))",San Benito
"POLYGON ((-121.347358 36.875297,-121.347358 36.875417,-121.34743 36.875417,-121.34743 36.875297,-121.347358 36.875297))",San Benito
"POLYGON ((-121.374505 36.854919,-121.374567 36.85492,-121.374568 36.854856,-121.37445 36.854855,-121.37445 36.85482,-121.374345 36.854819,-121.374343 36.854965,-121.374504 36.854967,-121.374505 36.854919))",San Benito
"POLYGON ((-121.366004 36.85886,-121.366002 36.858938,-121.36591 36.858937,-121.365907 36.859038,-121.366119 36.859041,-121.366121 36.85897,-121.366233 36.858972,-121.366236 36.858863,-121.366004 36.85886))",San Benito
"POLYGON ((-121.365141 36.857255,-121.365232 36.857255,-121.365232 36.857111,-121.365141 36.857111,-121.365141 36.857255))",San Benito
"POLYGON ((-121.375324 36.850245,-121.375468 36.850248,-121.375473 36.850093,-121.375388 36.850092,-121.375386 36.850147,-121.375292 36.850145,-121.375291 36.850193,-121.375326 36.850194,-121.375324 36.850245))",San Benito
"POLYGON ((-121.372841 36.836364,-121.372781 36.836362,-121.372787 36.836266,-121.372666 36.836261,-121.372663 36.836316,-121.372609 36.836314,-121.372601 36.836454,-121.372835 36.836464,-121.372841 36.836364))",San Benito
"POLYGON ((-121.376116 36.836926,-121.376205 36.836926,-121.376205 36.836858,-121.376116 36.836858,-121.376116 36.836926))",San Benito
"POLYGON ((-121.3696 36.840552,-121.369545 36.840515,-121.369494 36.840564,-121.369549 36.840601,-121.3696 36.840552))",San Benito
"POLYGON ((-121.373544 36.840674,-121.373421 36.840674,-121.373421 36.84076,-121.373643 36.84076,-121.373643 36.840623,-121.373544 36.840623,-121.373544 36.840674))",San Benito
"POLYGON ((-121.366751 36.840939,-121.366612 36.840985,-121.366679 36.841115,-121.366818 36.841069,-121.366751 36.840939))",San Benito
"POLYGON ((-121.370143 36.842387,-121.369921 36.842385,-121.36992 36.842473,-121.36997 36.842473,-121.369969 36.842536,-121.370141 36.842537,-121.370143 36.842387))",San Benito
"POLYGON ((-121.373615 36.829499,-121.373775 36.829506,-121.373786 36.829358,-121.373625 36.829351,-121.373615 36.829499))",San Benito
"POLYGON ((-121.373531 36.832431,-121.373319 36.832431,-121.373319 36.832506,-121.373378 36.832506,-121.373378 36.832585,-121.373531 36.832585,-121.373531 36.832431))",San Benito
"POLYGON ((-121.369583 36.834196,-121.369542 36.834316,-121.369672 36.834344,-121.369713 36.834225,-121.369583 36.834196))",San Benito
"POLYGON ((-121.373745 36.835353,-121.373571 36.835348,-121.373568 36.835427,-121.373512 36.835426,-121.373508 36.83551,-121.373679 36.835514,-121.373683 36.835433,-121.373742 36.835434,-121.373745 36.835353))",San Benito
"POLYGON ((-121.366967 36.822001,-121.366868 36.822001,-121.366868 36.822057,-121.366801 36.822057,-121.366801 36.822198,-121.366967 36.822198,-121.366967 36.822001))",San Benito
"POLYGON ((-121.373027 36.822239,-121.372824 36.822292,-121.37287 36.822404,-121.373073 36.82235,-121.373027 36.822239))",San Benito
"POLYGON ((-121.371586 36.822294,-121.371243 36.822286,-121.371239 36.82241,-121.371418 36.822414,-121.371418 36.822413,-121.371582 36.822417,-121.371586 36.822294))",San Benito
"POLYGON ((-121.375291 36.822557,-121.375411 36.822621,-121.375488 36.822529,-121.375368 36.822465,-121.375291 36.822557))",San Benito
"POLYGON ((-121.373933 36.825146,-121.373933 36.825267,-121.374089 36.825267,-121.374089 36.825146,-121.373933 36.825146))",San Benito
"POLYGON ((-121.372267 36.826624,-121.372424 36.826624,-121.372424 36.82651,-121.372267 36.82651,-121.372267 36.826624))",San Benito
"POLYGON ((-121.375984 36.810905,-121.375908 36.810932,-121.375988 36.811076,-121.376219 36.810994,-121.376117 36.81081,-121.375962 36.810865,-121.375984 36.810905))",San Benito
"POLYGON ((-121.370383 36.810927,-121.370337 36.811007,-121.370627 36.811112,-121.370673 36.811032,-121.370383 36.810927))",San Benito
"POLYGON ((-121.370116 36.812801,-121.370144 36.812618,-121.369917 36.812595,-121.369889 36.812774,-121.369994 36.812784,-121.370004 36.812718,-121.370041 36.812721,-121.37003 36.812792,-121.370116 36.812801))",San Benito
"POLYGON ((-121.366406 36.814743,-121.366324 36.81455,-121.365963 36.814648,-121.365962 36.814646,-121.365724 36.814711,-121.365825 36.814948,-121.365944 36.814915,-121.365926 36.814873,-121.366406 36.814743))",San Benito
"POLYGON ((-121.373598 36.81668,-121.373643 36.816681,-121.37364 36.816779,-121.373791 36.816782,-121.373792 36.816749,-121.37384 36.81675,-121.373843 36.816652,-121.373728 36.81665,-121.373729 36.816602,-121.373601 36.8166,-121.373598 36.81668))",San Benito
"POLYGON ((-121.367611 36.816983,-121.367382 36.817262,-121.367968 36.817569,-121.368084 36.817427,-121.367662 36.817205,-121.367774 36.817069,-121.367611 36.816983))",San Benito
"POLYGON ((-121.357991 36.810535,-121.357988 36.8107,-121.358125 36.810701,-121.358126 36.810652,-121.358171 36.810652,-121.35817 36.810695,-121.35824 36.810696,-121.358243 36.810537,-121.357991 36.810535))",San Benito
"POLYGON ((-121.352613 36.809226,-121.35257 36.809368,-121.352872 36.809426,-121.352915 36.809284,-121.352613 36.809226))",San Benito
"POLYGON ((-121.354831 36.812697,-121.355046 36.812696,-121.355045 36.812593,-121.355035 36.812593,-121.355034 36.812473,-121.35483 36.812474,-121.354831 36.812697))",San Benito
"POLYGON ((-121.358228 36.806267,-121.358224 36.806469,-121.358356 36.80647,-121.358358 36.806376,-121.358427 36.806377,-121.358425 36.806486,-121.358597 36.806489,-121.358598 36.806444,-121.358641 36.806444,-121.35864 36.806489,-121.35874 36.806491,-121.358744 36.806274,-121.358228 36.806267))",San Benito
"POLYGON ((-121.362901 36.807197,-121.362901 36.807208,-121.362756 36.807208,-121.362758 36.807417,-121.363484 36.807414,-121.363483 36.807225,-121.363377 36.807225,-121.363378 36.80729,-121.363288 36.80729,-121.363287 36.807195,-121.362901 36.807197))",San Benito
"POLYGON ((-121.349949 36.80917,-121.349891 36.809002,-121.349659 36.809053,-121.349717 36.809221,-121.349949 36.80917))",San Benito
"POLYGON ((-121.369158 36.790842,-121.369005 36.790872,-121.369053 36.79103,-121.369206 36.791,-121.369158 36.790842))",San Benito
"POLYGON ((-121.328849 36.798739,-121.328728 36.798712,-121.328676 36.79886,-121.328797 36.798887,-121.328849 36.798739))",San Benito
"POLYGON ((-121.282378 36.823884,-121.282378 36.82397,-121.282577 36.82397,-121.282577 36.823884,-121.282378 36.823884))",San Benito
"POLYGON ((-121.372129 36.945798,-121.37202 36.945942,-121.372445 36.946148,-121.372554 36.946004,-121.372129 36.945798))",San Benito
"POLYGON ((-121.342809 36.941463,-121.342959 36.941463,-121.342959 36.941313,-121.342809 36.941313,-121.342809 36.941463))",San Benito
"POLYGON ((-121.371084 36.932034,-121.371006 36.931906,-121.370884 36.931953,-121.370962 36.932082,-121.371084 36.932034))",San Benito
"POLYGON ((-121.370802 36.920309,-121.370848 36.920403,-121.371135 36.920313,-121.371089 36.920218,-121.370802 36.920309))",San Benito
"POLYGON ((-121.37053 36.922589,-121.370452 36.922609,-121.37054 36.922831,-121.370618 36.922811,-121.37053 36.922589))",San Benito
"POLYGON ((-121.365637 36.921565,-121.36544 36.921622,-121.365524 36.921807,-121.365721 36.921749,-121.365637 36.921565))",San Benito
"POLYGON ((-121.341129 36.932055,-121.341167 36.932178,-121.341425 36.932128,-121.341387 36.932004,-121.341129 36.932055))",San Benito
"POLYGON ((-121.363429 36.911244,-121.363311 36.911282,-121.363362 36.911382,-121.363479 36.911343,-121.363429 36.911244))",San Benito
"POLYGON ((-121.359437 36.914628,-121.359247 36.914676,-121.359209 36.914639,-121.359002 36.914692,-121.359003 36.914741,-121.358948 36.914755,-121.359022 36.914942,-121.359322 36.914866,-121.359297 36.914804,-121.359314 36.914793,-121.35948 36.91475,-121.359515 36.914838,-121.359614 36.914813,-121.359649 36.914847,-121.359725 36.914827,-121.359703 36.914773,-121.359801 36.914748,-121.359743 36.914604,-121.359752 36.914598,-121.359695 36.914543,-121.359647 36.914423,-121.359548 36.914448,-121.359513 36.914414,-121.359429 36.914435,-121.359449 36.914486,-121.359352 36.91451,-121.359375 36.914568,-121.359437 36.914628))",San Benito
"POLYGON ((-121.365569 36.90323,-121.365595 36.903303,-121.365704 36.903278,-121.36569 36.90324,-121.365799 36.903215,-121.36574 36.903049,-121.365661 36.903067,-121.365689 36.903142,-121.365611 36.90316,-121.365631 36.903216,-121.365569 36.90323))",San Benito
"POLYGON ((-121.347359 36.90704,-121.347326 36.907243,-121.347442 36.907255,-121.347452 36.907196,-121.347493 36.9072,-121.347516 36.907056,-121.347359 36.90704))",San Benito
"POLYGON ((-121.361393 36.886702,-121.361387 36.886865,-121.361624 36.88687,-121.36163 36.886707,-121.361393 36.886702))",San Benito
"POLYGON ((-121.365425 36.886945,-121.365527 36.886945,-121.365527 36.886973,-121.365599 36.886973,-121.365599 36.886814,-121.365522 36.886814,-121.365522 36.886851,-121.365425 36.886851,-121.365425 36.886945))",San Benito
"POLYGON ((-121.378293 36.846062,-121.378296 36.845927,-121.378149 36.845925,-121.378147 36.845981,-121.37808 36.84598,-121.378079 36.846059,-121.378293 36.846062))",San Benito
"POLYGON ((-121.377462 36.846632,-121.377641 36.846636,-121.377645 36.846516,-121.377466 36.846512,-121.377462 36.846632))",San Benito
"POLYGON ((-121.380725 36.849443,-121.3808 36.849444,-121.380799 36.849499,-121.380941 36.849501,-121.380943 36.84938,-121.380725 36.849379,-121.380725 36.849443))",San Benito
"POLYGON ((-121.379053 36.837315,-121.378938 36.837315,-121.378938 36.837456,-121.379053 36.837456,-121.379053 36.837315))",San Benito
"POLYGON ((-121.381087 36.839041,-121.380952 36.83904,-121.380949 36.839237,-121.381084 36.839239,-121.381087 36.839041))",San Benito
"POLYGON ((-121.37864 36.840638,-121.378756 36.840638,-121.378756 36.840466,-121.37864 36.840466,-121.37864 36.840638))",San Benito
"POLYGON ((-121.381074 36.841468,-121.380897 36.841466,-121.380895 36.841606,-121.381072 36.841607,-121.381074 36.841468))",San Benito
"POLYGON ((-121.380844 36.84185,-121.380763 36.841849,-121.380761 36.841913,-121.380646 36.841911,-121.380643 36.841999,-121.38084 36.842002,-121.380844 36.84185))",San Benito
"POLYGON ((-121.377469 36.843516,-121.377257 36.843513,-121.377256 36.843588,-121.377333 36.843589,-121.377332 36.843675,-121.377466 36.843677,-121.377469 36.843516))",San Benito
"POLYGON ((-121.380388 36.844289,-121.380241 36.844285,-121.380233 36.844484,-121.38038 36.844488,-121.380388 36.844289))",San Benito
"POLYGON ((-121.379024 36.82812,-121.379024 36.828015,-121.378855 36.828015,-121.378855 36.82812,-121.379024 36.82812))",San Benito
"POLYGON ((-121.377247 36.828504,-121.377411 36.828559,-121.377473 36.82844,-121.377309 36.828385,-121.377247 36.828504))",San Benito
"POLYGON ((-121.38093 36.831935,-121.380927 36.83185,-121.380764 36.831853,-121.380768 36.831992,-121.380841 36.831991,-121.38084 36.831937,-121.38093 36.831935))",San Benito
"POLYGON ((-121.38071 36.833153,-121.38065 36.833317,-121.380736 36.833337,-121.38076 36.833272,-121.380865 36.833297,-121.380901 36.833198,-121.38071 36.833153))",San Benito
"POLYGON ((-121.3815 36.835586,-121.381586 36.835587,-121.381583 36.835723,-121.381758 36.835725,-121.381759 36.835671,-121.381689 36.83567,-121.381692 36.835518,-121.381502 36.835516,-121.3815 36.835586))",San Benito
